,0,1000,2000,3000,4000,5000,6000,7000,8000,9000
56,16.326504,12.275341,11.616495,13.20936,22.032093,24.531322,26.443521,30.483637,11.109292,6.877787
57,15.872949,11.981314,10.842027,12.920619,17.899088,21.93364,22.560244,25.00921,10.620864,6.0454965
58,14.73225,11.209367,10.1961355,11.994573,17.127289,21.597065,21.33798,17.908127,9.973424,5.614544
59,14.436712,10.534722,9.737263,11.4621315,16.005516,19.644552,19.377504,15.887199,7.6140156,5.5265164
60,13.567871,10.421671,8.891554,11.332013,14.234004,18.889898,18.482813,15.057772,6.9825034,5.377158
61,13.010621,10.06835,8.613877,10.523887,13.516425,17.50578,17.85765,12.916032,5.8242297,4.9267855
62,12.03695,9.444909,8.215387,9.771476,11.930719,16.642918,16.445454,11.009607,5.3787613,4.6750336
63,11.89976,8.821618,7.6883783,9.564241,11.637107,16.39764,16.269066,10.152261,5.1686215,3.5039446
64,11.614585,8.398875,7.590375,9.009421,11.145122,15.080048,15.034249,5.820465,4.974278,3.4777896
65,10.909888,8.055504,7.3260036,8.649199,10.23963,14.334856,13.868828,5.64108,4.7436285,2.7917454
66,10.006902,7.6566553,7.1715617,8.273602,9.097193,12.385368,13.767426,5.180615,3.2420979,2.5664773
67,9.922057,7.048815,6.792453,7.296937,8.863292,12.317707,12.708436,4.953693,3.054761,2.3535666
68,9.407846,6.685339,6.5265384,6.971845,7.770656,10.947503,10.742946,4.7261934,2.7090273,2.2283661
69,8.97003,6.404693,5.476881,6.9970574,7.6754327,10.465102,10.551053,4.335725,1.940658,1.7450247
70,8.595166,6.03705,5.1898117,6.355014,7.2261434,10.126463,9.822337,4.234269,1.836426,1.5647222
71,7.965256,5.652619,5.0296116,6.096983,6.6511116,10.063144,8.250463,3.8440843,1.6743978,1.2958349
72,7.902378,5.3312893,4.3442006,5.7805047,6.199511,9.332169,7.9394283,3.712763,1.6396055,1.2044319
73,7.3236012,5.336514,4.084352,5.456429,5.854672,8.887435,7.1599164,3.452336,1.4873122,1.0637363
74,7.024018,4.995863,3.79079,5.208307,5.4017606,8.527685,6.620777,3.1841185,1.441323,0.8623895
75,6.9558787,4.7804008,3.4247587,4.6410985,4.729595,7.6956906,4.930511,2.6725667,1.4059949,0.77398705
76,6.6327667,4.293234,3.33711,4.4225335,4.5527253,6.9372296,4.865997,2.559074,1.3600367,0.6931844
77,6.2187696,4.0917554,3.0093286,4.205363,4.312039,6.3394876,4.5019813,2.4164839,0.96696985,0.6598924
78,5.9703016,3.6489756,2.7858236,3.673344,4.1356516,5.6683507,4.0714,1.9188445,0.80937374,0.59433275
79,5.55198,3.4989817,2.6030746,3.5157084,3.107101,3.9788058,3.6066382,1.7653697,0.77303094,0.58552307
80,5.5160365,3.414772,2.2769878,2.92693,3.0410986,3.5514762,3.333727,1.6129918,0.69807005,0.55845547
81,5.377293,3.2074873,2.28203,2.8440163,2.9927557,3.2637568,2.9467225,1.267611,0.6334198,0.49249163
82,5.0152917,3.1280184,2.104676,2.7897618,2.9027827,2.9222078,2.8510323,1.071296,0.63998455,0.5393655
83,4.58452,2.9709787,2.0587242,2.3396735,2.8513243,2.697045,2.8164315,1.0573409,0.52657944,0.44701314
84,4.4981318,2.78546,1.9547571,2.3069715,2.767566,2.4051597,2.7050886,0.912707,0.5697233,0.41844225
85,4.3401856,2.7297466,1.8894905,2.2178397,2.4094515,2.3561485,2.4137368,0.80426604,0.5811774,0.37986737
86,4.2183924,2.6104162,1.7112825,2.037246,2.390145,2.1602526,2.1747093,0.7970104,0.5898167,0.36425194
87,4.1067066,2.5550086,1.5625113,1.9178363,2.111224,2.022618,1.8021849,0.7432326,0.35874712,0.35221785
88,3.9337552,2.4091086,1.4416666,1.8786025,1.7941513,1.9308959,1.4899882,0.74954104,0.3616454,0.34569922
89,3.850376,2.2491915,1.3488336,1.5596792,1.3994175,1.8877696,1.3195187,0.64854,0.2959201,0.28113055
90,3.6575727,1.9782133,1.2076217,1.4835987,1.2771254,1.5408309,1.2634473,0.6158563,0.27605653,0.25129905
91,3.4480822,1.9496669,1.0417908,1.383492,1.2519616,1.53883,1.1692512,0.5603785,0.2656623,0.2450687
92,3.3927157,1.9043701,0.9512404,1.1622268,1.208725,1.105155,1.1039991,0.49163228,0.2534856,0.22860327
93,3.292732,1.8110259,0.8254168,1.0449605,1.115643,0.9893645,0.9733723,0.47511324,0.22759771,0.22258562
94,3.207852,1.6673799,0.644064,0.9098593,1.061447,1.023242,0.95334136,0.45413107,0.2232191,0.18708324
95,2.9596093,1.643816,0.6152517,0.7890031,0.87123275,0.9547924,0.9166762,0.41163,0.20216748,0.16965558
96,2.923483,1.5565466,0.59714645,0.7514767,0.80346316,0.90286684,0.7187476,0.39161277,0.17651162,0.16312678
97,2.813294,1.401738,0.5210206,0.6898912,0.63262963,0.80262154,0.67927384,0.40042514,0.16917266,0.1325991
98,2.556646,1.3271123,0.5268612,0.67040765,0.60094607,0.6520715,0.6606269,0.30818918,0.15981625,0.13016163
99,2.5123832,1.2797198,0.4823005,0.6024913,0.5478174,0.63354415,0.5284217,0.2930051,0.14636225,0.13016163
100,2.5073626,1.0912837,0.43697706,0.5869053,0.5238647,0.57839143,0.50683707,0.22822525,0.07745443,0.07860519
101,2.476198,1.0559976,0.40626767,0.5305964,0.45371157,0.5537667,0.48715198,0.22009802,0.07745443,0.11595442
102,2.3904145,1.0108365,0.38880137,0.46277297,0.42594877,0.5082107,0.45175174,0.21266021,0.12675163,0.10667201
103,2.3520937,0.95262516,0.3306866,0.4267123,0.43059257,0.5350075,0.4160755,0.19745995,0.121378414,0.10667201
104,2.2729902,0.9215838,0.31961074,0.4239434,0.35200533,0.44207948,0.3869641,0.13573155,0.11603853,0.095121436
105,2.1660528,0.8973071,0.3158239,0.41043997,0.29626992,0.4185599,0.4008516,0.12964356,0.10669656,0.06488647
106,2.1285431,0.792283,0.30891058,0.38830143,0.26310918,0.34308508,0.27445424,0.11143806,0.09059956,0.06488647
107,2.0173318,0.6568715,0.29422268,0.35223696,0.2546778,0.29811427,0.29242045,0.10935888,0.051241748,0.08475034
108,1.9573255,0.61944455,0.24718578,0.31866312,0.25444838,0.32653376,0.21856342,0.10935888,0.066720545,0.052184258
109,1.8226055,0.5996823,0.23816751,0.2738559,0.22412619,0.23609883,0.16180226,0.10320463,0.06370565,0.050815515
110,1.7848463,0.57040846,0.22848184,0.26239705,0.21294826,0.19730426,0.15643613,0.09992616,0.06370565,0.050815515
111,1.7525458,0.5355095,0.2089473,0.25721154,0.19501024,0.19874676,0.14199379,0.08469631,0.06031854,0.0557291
112,1.6162665,0.48814648,0.20401461,0.22614177,0.17079768,0.15309882,0.13059953,0.08469631,0.051419076,0.0557291
113,1.5680087,0.47233433,0.17909949,0.20294374,0.15453845,0.14845456,0.11983632,0.076334834,0.050511833,0.071649015
114,1.5837421,0.4310431,0.17450766,0.16500758,0.11415741,0.14009781,0.117940225,0.076334834,0.050511833,0.051365014
115,1.537779,0.40885332,0.1716989,0.15180707,0.10780024,0.1340647,0.097690396,0.06423604,0.039268937,0.051365014
116,1.4193361,0.37656784,0.15661556,0.15063545,0.102487095,0.12983784,0.09529367,0.056068063,0.039268937,0.057514492
117,1.3484491,0.3009493,0.120386526,0.14350387,0.0962558,0.09775625,0.08244418,0.056068063,0.035751503,0.057514492
118,1.2436843,0.2958594,0.12894665,0.12716942,0.090317085,0.09671988,0.07250469,0.052486222,0.035751503,0.0643101
119,1.2045932,0.2596616,0.10912157,0.101707466,0.08272911,0.094149545,0.06961901,0.03184291,0.042464364,0.061831445
120,1.1433634,0.23548341,0.09449783,0.09216649,0.0803885,0.09122989,0.06604113,0.04597963,0.04074628,0.040953554
121,1.1200535,0.21570747,0.08986072,0.09423206,0.07677079,0.071703255,0.061970893,0.040975712,0.04074628,0.040953554
122,1.0495424,0.17661388,0.08510395,0.06989393,0.06971815,0.068014555,0.06093629,0.040975712,0.03375066,0.04071467
123,1.0208746,0.16999178,0.08140965,0.06703624,0.058336142,0.05498336,0.05966588,0.025972202,0.03375066,0.04071467
124,0.95305735,0.16743135,0.061725367,0.064308986,0.05631971,0.054323595,0.055739596,0.025972202,0.033103526,0.03872958
125,0.94787556,0.15778479,0.057329863,0.062018402,0.050339226,0.047198564,0.055739596,0.024720723,0.033103526,0.03872958
126,0.9013596,0.1517223,0.054083653,0.053107042,0.04804035,0.04492055,0.047315467,0.038556665,0.03782009,0.037162744
127,0.80649936,0.1337803,0.052393626,0.05270614,0.047930147,0.038620222,0.03453893,0.031491067,0.03782009,0.054306164
128,0.76357096,0.12236045,0.049366236,0.05047197,0.044857524,0.036495004,0.03453893,0.031491067,0.029641826,0.041500002
129,0.75649077,0.116981156,0.046715412,0.049372148,0.043365568,0.03587082,0.039684445,0.02034773,0.029641826,0.041500002
130,0.7092809,0.10951821,0.041843623,0.04369959,0.04135877,0.033725806,0.035474557,0.02034773,0.028657569,0.03385093
131,0.6601616,0.10619923,0.035807077,0.041224785,0.03798491,0.016921906,0.03121457,0.034444768,0.028657569,0.03385093
132,0.62830263,0.10092531,0.031771038,0.03923507,0.035052188,0.029426789,0.029914975,0.034444768,0.027737174,0.04916617
133,0.60288304,0.0998325,0.030879667,0.03554389,0.035052188,0.029426789,0.02941383,0.017846612,0.027737174,0.04916617
134,0.57892054,0.08870324,0.028944185,0.031345904,0.031549823,0.014041165,0.028186891,0.017846612,0.029374028,0.046130814
135,0.55285674,0.08135901,0.028087446,0.029556774,0.029841334,0.025562514,0.02406529,0.032112338,0.029374028,0.039968852
136,0.53801984,0.075180426,0.026958631,0.025359523,0.029417038,0.025562514,0.02406529,0.023971897,0.028738905,0.039968852
137,0.50745296,0.0653297,0.0265933,0.02354422,0.025699906,0.024395615,0.015591724,0.023971897,0.022379205,0.03408159
138,0.4903096,0.06441884,0.023918021,0.021151489,0.023504987,0.024178276,0.015591724,0.01590381,0.022379205,0.03408159
139,0.47538364,0.057029635,0.022396121,0.020156788,0.018117346,0.022869896,0.015814643,0.01590381,0.019207368,0.02833579
140,0.4402133,0.053717714,0.021158142,0.019428661,0.018117346,0.0149998255,0.014253533,0.015894087,0.019207368,0.02833579
141,0.4295568,0.049102824,0.021266768,0.01758066,0.016878616,0.0149998255,0.014253533,0.015894087,0.021237766,0.028828515
142,0.37222445,0.04600826,0.019729162,0.017346514,0.015687788,0.020094886,0.020943344,0.014832122,0.020106353,0.02793952
143,0.36027706,0.04311185,0.01910233,0.01517528,0.015687788,0.016817056,0.020943344,0.014832122,0.020106353,0.02793952
144,0.35270798,0.041792754,0.017304404,0.014817585,0.015071164,0.016817056,0.019557511,0.028030416,0.019768115,0.027034815
145,0.33993143,0.04007769,0.01523942,0.013193981,0.0073775966,0.016130414,0.018401965,0.016577287,0.019768115,0.026531659
146,0.31743875,0.037977837,0.014022916,0.013084394,0.0073775966,0.015371404,0.018401965,0.016577287,0.024899665,0.026531659
147,0.30470648,0.036523074,0.012554512,0.007072582,0.0065957955,0.015371404,0.013406657,0.02036497,0.024899665,0.02666418
148,0.28341195,0.032200143,0.0102363955,0.007072582,0.0065957955,0.010326472,0.013406657,0.02036497,0.01867395,0.02666418
149,0.26796868,0.03114593,0.009432105,0.011959129,0.0069694933,0.010326472,0.015656238,0.022759411,0.01867395,0.027099984
150,0.25641727,0.029758396,0.008684081,0.011618616,0.0069694933,0.008696695,0.01315977,0.022759411,0.018319393,0.027099984
151,0.24517061,0.028705642,0.007935774,0.011135894,0.008001995,0.008696695,0.01315977,0.02462698,0.018319393,0.033054397
152,0.22131938,0.027663957,0.007580001,0.009000283,0.008001995,0.011624959,0.010695355,0.023165025,0.018021181,0.033054397
153,0.21684109,0.025503656,0.0040220674,0.009000283,0.011766152,0.0072368523,0.010695355,0.023165025,0.018021181,0.036139343
154,0.19965054,0.02680569,0.0040220674,0.010141378,0.011766152,0.0072368523,0.010651975,0.021736007,0.017281106,0.036139343
155,0.19052918,0.02648198,0.0068922834,0.0059537063,0.011456625,0.007186178,0.010651975,0.015047098,0.017281106,0.036440317
156,0.18277013,0.023887947,0.00663084,0.0059537063,0.010864184,0.010325477,0.010420392,0.015047098,0.017306207,0.03409656
157,0.17210983,0.021084988,0.0061718365,0.008447652,0.009601261,0.009266368,0.010420392,0.017001139,0.017306207,0.03409656
158,0.14722677,0.019917477,0.005598258,0.008447652,0.009468946,0.009266368,0.010289472,0.017001139,0.02508243,0.03256529
159,0.13457674,0.016162248,0.005598258,0.007985121,0.006864939,0.009532969,0.010289472,0.012577609,0.018291885,0.03256529
160,0.14257136,0.015150164,0.0044440064,0.006800625,0.006864939,0.006449482,0.011700507,0.012577609,0.018291885,0.024526501
161,0.11441396,0.014932529,0.0044440064,0.006800625,0.005104556,0.006449482,0.011700507,0.016592259,0.0206064,0.024526501
162,0.11099129,0.013715563,0.005181911,0.0059386645,0.005104556,0.0060389955,0.009551037,0.015878849,0.0206064,0.023383107
163,0.089775875,0.013010925,0.0049608145,0.0049687196,0.008099365,0.0060389955,0.009551037,0.01365818,0.02111406,0.023383107
164,0.08130434,0.012039881,0.0049608145,0.004269153,0.0074919476,0.007858475,0.007061937,0.01365818,0.02111406,0.023156134
165,0.06636453,0.011585516,0.0028056141,0.004269153,0.0074919476,0.007858475,0.007061937,0.013014401,0.02122227,0.023156134
166,0.058410272,0.0112282615,0.0027742954,0.0037652948,0.006163813,0.008353726,0.012732204,0.013014401,0.02122227,0.022694247
167,0.03869696,0.01038149,0.0027742954,0.0037652948,0.006163813,0.005452107,0.012732204,0.013942654,0.0217444,0.022694247
168,0.03445622,0.009842495,0.0040362333,0.0037641411,0.005769103,0.005452107,0.0115585495,0.013942654,0.0217444,0.026929693
169,0.032074954,0.009243911,0.0040362333,0.0037641411,0.0055109933,0.005301037,0.0115585495,0.013114363,0.015903035,0.026929693
170,0.04593509,0.007834587,0.004038878,0.0036982656,0.0055109933,0.005301037,0.011224285,0.013114363,0.015903035,0.027931163
171,0.043229662,0.007858494,0.0023185299,0.0045258235,0.0043004914,0.0049096723,0.011224285,0.012382346,0.01594902,0.027931163
172,0.0371972,0.0074482975,0.0038436246,0.0045258235,0.0043004914,0.0049096723,0.008889769,0.012382346,0.01594902,0.02848614
173,0.03571342,0.0073062317,0.003486257,0.004505009,0.0045679314,0.0056581926,0.008889769,0.0109656695,0.021220371,0.026719341
174,0.02750761,0.0068176193,0.0032774569,0.0032204958,0.0045679314,0.0056581926,0.008173176,0.0109656695,0.017197607,0.026719341
175,0.0296665,0.006434791,0.0020573505,0.0032204958,0.003896984,0.0046303608,0.008173176,0.011641868,0.017197607,0.021278065
176,0.024719609,0.0020887349,0.0020573505,0.003027331,0.003896984,0.0046303608,0.009665366,0.011641868,0.01586789,0.021278065
177,0.022678021,0.005782659,0.0020307067,0.002608901,0.003731976,0.0068706824,0.009665366,0.01112999,0.01586789,0.021665826
178,0.019170916,0.005782659,0.0020307067,0.002812815,0.003731976,0.0068706824,0.008840841,0.01112999,0.015185739,0.021665826
179,0.018725675,0.0053454433,0.0021240297,0.002812815,0.0036043795,0.0064725666,0.008840841,0.014699173,0.017470622,0.02005341
180,0.017216805,0.005118367,0.0021240297,0.0021179498,0.0036043795,0.0060818777,0.008230552,0.014699173,0.017470622,0.02005341
181,0.017899103,0.0049679824,0.0026987772,0.0021179498,0.0033456113,0.0060818777,0.008230552,0.014873918,0.014051004,0.020467483
182,0.013575179,0.004772927,0.0016365218,0.002014887,0.0033456113,0.0052879127,0.0068120174,0.014873918,0.014051004,0.020467483
183,0.011595925,0.0045525073,0.0016365218,0.002014887,0.0033149628,0.0052879127,0.0068120174,0.012940415,0.013983377,0.022985669
184,0.009643932,0.0041866214,0.002408179,0.0024422759,0.0033149628,0.005273854,0.006889697,0.012940415,0.013983377,0.022985669
185,0.009254196,0.0037476448,0.002408179,0.0024422759,0.0045293504,0.0052731074,0.006889697,0.009837118,0.0137603395,0.02029811
186,0.009254196,0.0032696528,0.0015301021,0.0030712332,0.0045293504,0.0052731074,0.007142446,0.009837118,0.0137603395,0.02029811
187,0.008000569,0.0016273962,0.0015301021,0.0030712332,0.004610236,0.005253129,0.007142446,0.0097296,0.015786583,0.022184083
188,0.007957993,0.0016273962,0.0012952357,0.0033187664,0.004610236,0.005253129,0.008137186,0.0097296,0.015786583,0.020595716
189,0.0073362966,0.0015770447,0.0012952357,0.0033187664,0.004547989,0.0049991696,0.007502754,0.010720876,0.012557268,0.020595716
190,0.0068262634,0.0015770447,0.0013243853,0.0032270926,0.0041953563,0.0049991696,0.007502754,0.010720876,0.012557268,0.019848257
191,0.0068262634,0.0017447093,0.0013243853,0.0017653855,0.0041953563,0.004310374,0.007831818,0.009976795,0.013076762,0.019848257
192,0.0053838487,0.0017447093,0.0012909974,0.0017653855,0.0032319536,0.004310374,0.007831818,0.009976795,0.013076762,0.023277711
193,0.005195681,0.002235973,0.0012909974,0.0027829218,0.0032319536,0.004146339,0.006532669,0.0108614955,0.014089877,0.023277711
194,0.004968371,0.002235973,0.0012864657,0.0027829218,0.0030380518,0.004146339,0.006532669,0.0108614955,0.01399891,0.023844743
195,0.0046690954,0.0029363781,0.0012006132,0.0024350462,0.0030380518,0.004094609,0.0071148043,0.008864945,0.01399891,0.021524351
196,0.0028453802,0.0025455805,0.0012006132,0.0024350462,0.0027067945,0.004094609,0.0071148043,0.008864945,0.0136683695,0.021524351
197,0.0028453802,0.0015518719,0.0022211496,0.0026543192,0.0027067945,0.004280232,0.0065966663,0.009397318,0.0136683695,0.022174688
198,0.0029212234,0.0015518719,0.0022211496,0.0024152044,0.002874695,0.004280232,0.0065966663,0.009397318,0.017775374,0.018478591
199,0.0029212234,0.002299713,0.0019054651,0.0024152044,0.002874695,0.003631673,0.0066809678,0.009788586,0.017775374,0.018478591
200,0.003341806,0.002299713,0.0019054651,0.0016641374,0.0026024308,0.003631673,0.0066809678,0.009126952,0.016397478,0.016785199
201,0.0036446669,0.0020536466,0.002043857,0.0016641374,0.0026024308,0.0039303135,0.008942208,0.009126952,0.016397478,0.016785199
202,0.0040778536,0.0020536466,0.001688466,0.0017007304,0.002985018,0.0039303135,0.008942208,0.008671302,0.017450016,0.017260425
203,0.003955075,0.0018066132,0.001688466,0.0017007304,0.002985018,0.0039908653,0.0076036756,0.008671302,0.017450016,0.017260425
204,0.0021286367,0.0018066132,0.0018834216,0.0015522538,0.0028907936,0.0039908653,0.0076036756,0.009244977,0.01731403,0.018904086
205,0.0021286367,0.001504411,0.0018834216,0.0015522538,0.0025443102,0.004101898,0.0063568777,0.009244977,0.01731403,0.018904086
206,0.0021193414,0.001504411,0.0018459421,0.0017129948,0.0025443102,0.004101898,0.0063568777,0.0133940885,0.012629769,0.01792068
207,0.0021193414,0.001505301,0.0011003047,0.0017129948,0.0026319795,0.003964531,0.005963093,0.01209446,0.0122369835,0.01792068
208,0.0018463114,0.001505301,0.0011003047,0.0014401524,0.0026319795,0.003964531,0.005963093,0.01209446,0.0122369835,0.0185438
209,0.0018463114,0.0015424214,0.0010452325,0.0014401524,0.00263436,0.003711461,0.0060973037,0.011494368,0.016362628,0.016517535
210,0.0026018908,0.0015424214,0.0010452325,0.0015205995,0.00263436,0.003711461,0.0054103336,0.011494368,0.016362628,0.016517535
211,0.0026018908,0.0011213645,0.0011463285,0.0013289263,0.0037584507,0.003303179,0.0054103336,0.010643396,0.011406309,0.01601528
212,0.0022925576,0.0011213645,0.0011463285,0.0013289263,0.0037584507,0.003303179,0.0059154,0.010643396,0.011406309,0.01601528
213,0.0015866705,0.0010343144,0.0013256484,0.0016637055,0.0035960632,0.003755394,0.0059154,0.010134136,0.012569171,0.0143555505
214,0.0019585902,0.0010343144,0.0013256484,0.0016637055,0.0035960632,0.003755394,0.0057420507,0.010134136,0.0116414735,0.0143555505
215,0.0018244582,0.0009573857,0.0015161566,0.0013712569,0.002558321,0.0033260994,0.0057420507,0.009492122,0.0116414735,0.014290008
216,0.0018765487,0.0009573857,0.0015161566,0.0013712569,0.002558321,0.0033260994,0.0059877182,0.009492122,0.011910727,0.014290008
217,0.0012499042,0.00092593004,0.0015354332,0.0020616376,0.0026575823,0.004016469,0.0059877182,0.008220615,0.011910727,0.0143115185
218,0.0012499042,0.00092593004,0.0015354332,0.0020616376,0.0026575823,0.004016469,0.006608735,0.008220615,0.010963777,0.0143115185
219,0.001138225,0.00084979244,0.0015729468,0.0018722865,0.002285696,0.0039925366,0.006608735,0.008101009,0.010963777,0.015513456
220,0.001138225,0.00084979244,0.0015729468,0.0018722865,0.002285696,0.0039925366,0.0077029984,0.008101009,0.010216498,0.015513456
221,0.0013318786,0.00074921956,0.0012746362,0.0020544764,0.0037080278,0.004475458,0.0077029984,0.011348499,0.010216498,0.017523535
222,0.0013318786,0.00074921956,0.0012746362,0.0019285706,0.003273754,0.004475458,0.007780479,0.011348499,0.010824387,0.017523535
223,0.0012299703,0.00079504703,0.0010177792,0.0019285706,0.003273754,0.004220179,0.0077639697,0.009943797,0.010824387,0.016620949
224,0.0012299703,0.00079504703,0.00081441976,0.0017515423,0.0021773058,0.004220179,0.0077639697,0.009943797,0.013714088,0.016620949
225,0.0009505276,0.0006284677,0.00081441976,0.0017515423,0.0021773058,0.004116995,0.0074659456,0.010145124,0.0127603,0.017413516
226,0.000838829,0.0006284677,0.0008459243,0.0017735886,0.003138158,0.0039055923,0.0074659456,0.010145124,0.0127603,0.017413516
227,0.000838829,0.0005808265,0.0008459243,0.0017735886,0.003138158,0.0039055923,0.007089574,0.0075841597,0.012061513,0.018398257
228,0.0009553859,0.0005808265,0.0009205484,0.001784231,0.0030447338,0.0036888153,0.007089574,0.0075841597,0.012061513,0.018398257
229,0.0009553859,0.00068492995,0.0009205484,0.001784231,0.0030447338,0.003323952,0.005332031,0.006819316,0.010079572,0.018955752
