,0,1000,2000,3000,4000,5000,6000,7000,8000,9000
230,0.0012203545,0.00068492995,0.0007717833,0.0013927713,0.0026787028,0.003323952,0.0050747753,0.006819316,0.010079572,0.018955752
231,0.0013001077,0.000676252,0.0007717833,0.0013927713,0.0026787028,0.0033577892,0.0050747753,0.0064492226,0.00965883,0.019365294
232,0.00082532084,0.000676252,0.00077839656,0.0014885338,0.00205932,0.0033577892,0.0051727085,0.0064492226,0.00965883,0.018831683
233,0.00082532084,0.0007121815,0.00077839656,0.0014885338,0.00205932,0.0029245575,0.0051727085,0.009260552,0.009815201,0.017934186
234,0.00088013604,0.0007121815,0.0012952341,0.001217468,0.002039538,0.0029245575,0.0052184267,0.007588715,0.009815201,0.017934186
235,0.00088013604,0.0007478348,0.0012952341,0.001217468,0.002039538,0.0029821438,0.0052184267,0.007588715,0.008829726,0.013655843
236,0.00084212737,0.0007478348,0.000839204,0.0011578142,0.001982685,0.0029821438,0.0051773097,0.008183894,0.008829726,0.013655843
237,0.00084212737,0.0012240848,0.000839204,0.0011578142,0.001982685,0.0026487007,0.0051773097,0.007036359,0.00858097,0.015105884
238,0.00097193784,0.0012240848,0.0008221531,0.0012068191,0.0017124459,0.0026487007,0.004868179,0.007036359,0.00858097,0.015105884
239,0.0005537533,0.0011985708,0.0008221531,0.0012068191,0.0017124459,0.0031322278,0.004868179,0.006471828,0.009858412,0.011712932
240,0.0005537533,0.0010901568,0.00073117303,0.0012370871,0.0018460188,0.0031322278,0.005572382,0.006471828,0.009858412,0.011712932
241,0.00053809653,0.0010901568,0.00073117303,0.0012370871,0.0024452917,0.0031036502,0.005572382,0.0059106145,0.009230653,0.012122652
242,0.0005487694,0.00074424426,0.0006501566,0.0013499617,0.0024452917,0.0023534999,0.004235922,0.0059106145,0.009230653,0.012122652
243,0.0005487694,0.00074424426,0.0006501566,0.0011838408,0.0017647194,0.0023534999,0.004235922,0.0068614488,0.012988968,0.013980928
244,0.00076954236,0.0009813783,0.0005646026,0.0011838408,0.0017647194,0.0028281987,0.0057776244,0.0059425263,0.012988968,0.011562419
245,0.0008070489,0.0009813783,0.0005646026,0.0015250914,0.0016507005,0.0024698027,0.0057776244,0.0059425263,0.013157278,0.011562419
246,0.0008070489,0.00097414467,0.0006614368,0.0015250914,0.0016507005,0.0024698027,0.004869088,0.008990485,0.013157278,0.012489508
247,0.0007157228,0.00097414467,0.0006614368,0.0014678469,0.0022785023,0.003280026,0.004869088,0.008020136,0.013216033,0.012489508
248,0.0007157228,0.00083570246,0.0007054918,0.0014678469,0.0022785023,0.003280026,0.0048657083,0.008020136,0.012516158,0.011864909
249,0.00050072727,0.00083570246,0.0007054918,0.0013296095,0.0019655707,0.0034032436,0.0048657083,0.0076960563,0.010921534,0.011864909
250,0.00050072727,0.00063387724,0.0005061249,0.0013296095,0.0019655707,0.0034032436,0.0036350614,0.0076960563,0.010921534,0.011496934
251,0.00048983033,0.00063387724,0.0005061249,0.001120699,0.001956992,0.0034217085,0.0036350614,0.007191409,0.0112329535,0.011496934
252,0.00048983033,0.00093069696,0.0005199909,0.001120699,0.001956992,0.0034217085,0.004096912,0.007191409,0.0112329535,0.009681485
253,0.0004775453,0.00093069696,0.0005199909,0.0010317209,0.0032243242,0.0021895713,0.004096912,0.0061307894,0.007820408,0.009681485
254,0.0004775453,0.0008715239,0.0007332097,0.0010317209,0.001512304,0.0021895713,0.0036117423,0.0061307894,0.007820408,0.015817532
255,0.00038695527,0.0005567047,0.0006457999,0.0010834881,0.001512304,0.0028660551,0.0036117423,0.0052191354,0.008319354,0.013691998
256,0.00038695527,0.0005567047,0.000528357,0.0010834881,0.0026009148,0.0028660551,0.004168849,0.0052191354,0.008319354,0.013691998
257,0.00054020714,0.00051601656,0.0010424805,0.0009718088,0.0026009148,0.0020636301,0.005197623,0.0054449704,0.007360844,0.010391567
258,0.00054020714,0.00051601656,0.0010424805,0.0009718088,0.0024378053,0.0020636301,0.005197623,0.0054449704,0.007360844,0.010391567
259,0.0006459959,0.00041138596,0.0009420316,0.0010045058,0.0024378053,0.0020240613,0.004667326,0.007194897,0.0092187,0.008352192
260,0.0006459959,0.00041138596,0.0009420316,0.0010045058,0.0020143897,0.0018657474,0.004667326,0.007194897,0.0092187,0.008352192
261,0.00054115127,0.0004884008,0.0012266567,0.0011412677,0.0020143897,0.0018657474,0.0048519047,0.005982357,0.009977146,0.009692605
262,0.00054115127,0.0004884008,0.0012266567,0.0011412677,0.0015105419,0.0017994189,0.0048519047,0.005982357,0.009977146,0.009692605
263,0.0005084643,0.00052972947,0.0012691296,0.0011307008,0.0015105419,0.0017994189,0.004723161,0.005032031,0.009300741,0.011150081
264,0.0005084643,0.00045817683,0.0012238547,0.00087281526,0.0012956117,0.0018575432,0.004723161,0.005032031,0.009300741,0.011150081
265,0.0003717478,0.0004230365,0.0011099668,0.00081161107,0.0012956117,0.0018575432,0.0033916729,0.006897606,0.0063734525,0.010994262
266,0.0003717478,0.0004230365,0.0011099668,0.00081161107,0.002166546,0.0020942935,0.0033916729,0.006897606,0.0063734525,0.010994262
267,0.00034674178,0.0005698977,0.0010119784,0.0007404148,0.002166546,0.0020942935,0.0031201078,0.003880022,0.0058409884,0.013087553
268,0.00034674178,0.0005698977,0.0010119784,0.0007404148,0.0010168792,0.0016088414,0.0031201078,0.003880022,0.0058409884,0.013087553
269,0.000378807,0.00069889304,0.00038232314,0.0009669938,0.0010168792,0.0016088414,0.0031967934,0.0041719796,0.0067684436,0.007946537
270,0.000378807,0.00069889304,0.00037202312,0.0009669938,0.0011828352,0.0014909671,0.0034269667,0.0041719796,0.0067684436,0.007946537
271,0.0005548119,0.0004364755,0.00037202312,0.0010763681,0.0011828352,0.0014909671,0.0034269667,0.0047198045,0.0056486423,0.010276585
272,0.0005230775,0.0004364755,0.0008498689,0.0010763681,0.0009776808,0.0015086499,0.0037483727,0.0047198045,0.0056486423,0.010276585
273,0.0005230775,0.00029841476,0.0008498689,0.001338071,0.0009776808,0.0015086499,0.0037483727,0.0056865644,0.007617522,0.008938148
274,0.00041918116,0.00029841476,0.00058641826,0.0012145331,0.0017745905,0.002493919,0.0031589111,0.0056865644,0.0069100913,0.008938148
275,0.00041918116,0.00031043566,0.00058641826,0.00068163656,0.0017745905,0.002351176,0.0031589111,0.0050307764,0.0069100913,0.0072054765
276,0.00029826866,0.00031043566,0.00034725407,0.0006489246,0.0007701122,0.002351176,0.0021755188,0.0050307764,0.0063520265,0.0072054765
277,0.00029826866,0.00044915965,0.00034725407,0.0006489246,0.0007701122,0.0014981544,0.0021755188,0.006005801,0.0063520265,0.007679355
278,0.00029107183,0.00044915965,0.00018161333,0.0007157181,0.0010103582,0.0014981544,0.0018521819,0.0035703324,0.005863368,0.007679355
279,0.00029408417,0.00057000376,0.00018161333,0.0007157181,0.0010103582,0.0020264063,0.0018521819,0.0035703324,0.005863368,0.007631016
280,0.00029408417,0.00057000376,0.0003791672,0.00055787613,0.0017904122,0.0020264063,0.0016212206,0.0030956718,0.005502687,0.007697031
281,0.00047372325,0.00051667274,0.0003791672,0.00055787613,0.0017904122,0.0015613092,0.0016212206,0.0030956718,0.005502687,0.007697031
282,0.00026863662,0.00051667274,0.0004920049,0.00076191727,0.00046065476,0.0015613092,0.0021340994,0.002804564,0.0052553765,0.008547696
283,0.00026863662,0.0005282386,0.0004920049,0.00076191727,0.00046065476,0.0010875742,0.0021340994,0.002804564,0.0052553765,0.008547696
284,0.0002586916,0.00023590872,0.00088367204,0.00080333964,0.0014500654,0.0010875742,0.0018213225,0.0026780192,0.005034015,0.005287131
285,0.0002586916,0.00018564181,0.00088367204,0.0007405958,0.0014500654,0.0010179885,0.0018213225,0.0026780192,0.005034015,0.005287131
286,0.00019014979,0.00018564181,0.00015294271,0.00047372436,0.0011183333,0.0007531429,0.0034425706,0.0034823983,0.0051700547,0.0068222964
287,0.0002631457,0.00031553616,0.00015294271,0.00047372436,0.0011183333,0.0020707904,0.0034425706,0.0034823983,0.0039041291,0.004619461
288,0.0002631457,0.00031553616,0.00022455113,0.0006346153,0.0004481417,0.0020707904,0.0013078108,0.0021374272,0.0039041291,0.004619461
289,0.00034254484,0.00021761609,0.00022455113,0.0006346153,0.0004481417,0.0016161948,0.0033057383,0.0021155886,0.003097335,0.0041261553
290,0.00034254484,0.00021761609,3.2516607e-05,0.0003288625,0.0006942156,0.0016161948,0.002667459,0.0021155886,0.003097335,0.0041261553
291,0.00034315867,0.0001256976,0.00011907096,0.0003288625,0.0006942156,0.000714143,0.002667459,0.0015516541,0.0016015514,0.0034630925
292,0.00010491046,0.0001256976,0.0004708711,0.0004930345,0.0013482283,0.000714143,0.00086210994,0.0015516541,0.0035425418,0.0034630925
293,0.00010491046,0.00013707016,0.0004708711,0.00036760868,0.0013482283,0.00058781495,0.00086210994,0.0037684597,0.0035425418,0.005258277
294,4.5202887e-05,9.536187e-05,0.000593039,0.00036760868,0.001447878,0.00058781495,0.0017826415,0.0029955676,0.0040967595,0.003929359
295,4.5202887e-05,0.00019278808,0.000593039,0.00023401644,0.001447878,0.00119731,0.0017826415,0.0029955676,0.0040967595,0.0025475225
296,0.0001888888,0.00019278808,0.00031581454,0.00023401644,0.00032875466,0.00119731,0.0011162289,0.0015308622,0.0003403367,0.0025475225
297,0.0001888888,0.0003510483,0.00065127795,0.00014716752,0.00032875466,0.0015052819,0.0011162289,0.0015308622,0.0020694444,0.0025359003
298,0.00015582559,0.00025686176,0.00048137645,0.00014716752,0.0007111351,0.0015052819,0.00021430553,0.0023108665,0.0020694444,0.0025359003
299,0.00015582559,0.00014736748,0.0005317296,0.0001873448,0.0007111351,0.0004640415,0.0010812014,3.9065268e-05,0.0028302097,0.0015693976
